"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","CRM_genes_in_term"
"Downregulated_TNBC",TRUE,1.42397798131951e-18,1316,1395,183,0.131182795698925,0.139057750759878,"GO:0007267","GO:BP","cell-cell signaling",20972,2659,"c(""GO:0007154"", ""GO:0023052"")","IEA,TAS IEA,IEA,IMP ISS IBA IEA,IEA,TAS IEA,TAS,NAS,IBA,IEA,IDA ISS IBA TAS NAS IEA,ISS IEA,IEA,IBA TAS,ISS IBA TAS IEA,IEA,IMP,IEA,IEA,IBA,TAS,TAS,TAS,ISS IBA TAS,TAS IEA,IDA,ISS,TAS,IDA IEA,IEA,IBA,ISS IEA,ISS,ISS IBA IEA,IEA,TAS,IEA,IEA,IEA,TAS,IMP,TAS,TAS IEA,IEA,ISS IEA,ISS IEA,IEA,IEA,ISS IEA,TAS,IEA,IMP IBA IEA,IEA,TAS,IBA IEA,IDA ISS IBA TAS NAS IEA,IEA,IBA IEA,IBA IEA,IEA,IEA,ISS IEA,IDA IMP IBA TAS NAS IEA,IBA TAS,TAS IEA,IEA,IBA TAS,IEA,ISS IBA IEA,ISS IEA,IEA,TAS IEA,TAS,IEA,TAS,IMP IGI,IEA,IBA TAS NAS IEA,IBA IEA,TAS,IEA,IMP,IEA,ISS,ISS,ISS,IEA,ISS IEA,IBA,IEA,ISS IEA,NAS,IEA,TAS,ISS IBA IEA,IEA,ISS IBA TAS IEA,IEA,IBA TAS,TAS,ISS IBA IEA,IBA TAS IEA,IMP TAS NAS IEA,IEA,IMP ISS IBA IEA,TAS,IMP,IDA IMP IBA IEA,IEA,ISS IBA IEA,IBA TAS IEA,IBA IEA,IEA,IDA,IBA IEA,TAS IEA,IDA ISS IBA IEA,IBA,IEA,IEA,IBA,ISS IBA,ISS TAS,IBA IEA,IEA,TAS IEA,IDA IMP,ISS IEA,IMP ISS IBA IEA,ISS IEA,ISS TAS IEA,IBA IEA,IDA,ISS IEA,ISS TAS IEA,IDA TAS,IBA TAS,IBA TAS IEA,IDA,TAS,IDA IMP,IBA TAS,ISS,IBA IEA,IBA TAS,IBA TAS,TAS,NAS,ISS IEA,IDA,IDA,IMP,IBA IEA,IDA IEA,TAS,ISS ISO IBA NAS,IEA,IBA TAS,IEA,IMP TAS,IBA IEA,IDA IEA,IEA,IDA IBA,TAS NAS,TAS,ISS IC IEA,IMP IEA,TAS NAS,IMP TAS IEA,ISS IBA IEA,ISS IBA,IDA IBA,TAS,IBA TAS IEA,IEA,IMP,ISS IBA IEA,IBA,TAS IC,IEA,ISS IEA,IEA","ABCC8,TAC1,CACNA2D2,BAIAP3,MLXIPL,GIPR,SEMA3B,ATP1A2,SYT13,NRXN3,GABRA1,SLC4A8,CBLN4,CAMK2B,SYT1,FGFR3,PLA2G10,FGF10,SREBF1,CACNG4,AMPH,FGF20,RAPGEF3,RIMS1,PGR,C1QTNF3,KCNK16,HCN2,PLA2G3,PVALB,CHGA,NFATC4,RIMS4,SYP,SYTL4,FGF14,SMPD3,CA2,PLAT,SIGLEC6,SCN1B,VIPR2,SLC1A1,GATA3,NEURL1,LGI1,FBXL20,SLC6A4,MPP2,AREG,CPE,GLRB,P2RX3,SLC1A2,LIN7A,GABRG2,BCHE,SLC5A7,PLCL1,IGSF21,FAAH,SLC8A2,GHRH,GRIA2,GHSR,NXPH1,GRM4,BMP4,GRIA3,FFAR2,WNK4,ADORA2A,GAD1,FOXA1,GDF15,ANO1,RARA,SNAP25,SYT4,NMUR2,HNF1A,TBX3,CGA,RGS8,MYCBPAP,GATA4,ITPKA,CBLN2,CACNG8,ANXA9,SLC4A10,AGTR1,GLRA3,CXCL14,CPLX2,TPBG,CHRNA6,SYBU,GRIK4,SCN2B,TMEM25,DOC2A,ADRA2A,ITPR1,GABRA2,RIT2,G6PC2,GJA1,WNT3A,PTPRN2,GRIA1,SLC24A2,LRFN2,RAB11FIP1,CLSTN2,GIP,CHRNB2,SSTR5,SLC1A7,NTNG1,CCKAR,GRIK3,BSN,NPY5R,F2RL2,CARTPT,GDF9,ADCY1,SLC30A8,GPER1,SLC18A2,CACNB2,NKX3-1,PRRT2,CX3CR1,GDNF,HTR1E,CPLX1,IRS1,AR,IL1RAPL1,GJB1,MYRIP,SYT9,TRH,GRIK1,NPTX1,KCND3,NEUROD2,FGA,FGB,ADCY5,CHRNA9,LEP,PCSK1,GRIN1,UCN3,HTR1F,EGR3,AKAP5,RPH3AL,ADIPOQ,ABAT,FAM3B,ADRA2C,KCND2,DRD1,RFX6,MAPT,KCNJ11,SHISA6,INSYN2A,GRM7,FGF16,GRM3,MIR342,SLC44A4,INSYN1,FER1L5,INS,RAB44,LHX1,HNF1B","SYBU; PTPRN2"
"Downregulated_TNBC",TRUE,4.02729005096185e-18,7337,1395,655,0.469534050179211,0.089273545045659,"GO:0032501","GO:BP","multicellular organismal process",20972,7116,"GO:0008150","IDA ISS IBA IEA,NAS,IEA,IEA,IEA,TAS IEA,IMP ISS IBA,IEA,IEA,IEA,ISS,IEA,IBA TAS,IMP IBA,IBA,IEA,ISS TAS NAS IEA,IGI ISS TAS IEA,IDA IBA IEA,HDA IBA IEA,NAS IEA,IBA,IDA IMP ISS IBA IEA,IMP IEA,IEA,IMP ISS IBA IEA,IDA IEP IEA,NAS,ISS IBA,IEA,IEA,ISS IEA,IDA IBA TAS IEA,IMP ISS TAS IEA,ISS IBA IEA,ISS IBA IEA,IDA,IMP IEA,ISS TAS,IDA IMP IEA,IDA IMP IEP ISS IBA IEA,IBA IEA,IDA,IEA,IBA,IBA IEA,ISS IBA IEA,ISS TAS IEA,IBA IEA,IMP IEP ISS IBA TAS,IC,IEA,IBA,IBA IEA,IBA TAS IEA,IMP IEA,IDA ISS IEA,NAS,IEA,IEA,IMP NAS IEA,ISS NAS IEA,IEA,IEA,IDA,TAS,IMP,ISS,ISS IBA IEA,ISS,IMP IBA TAS IEA,TAS IEA,IEA,IEA,IDA TAS IEA,IDA IMP IBA TAS IEA,NAS,IBA IEA,IEA,IBA IEA,IDA IMP IEA,IBA,IDA IMP ISS IEA,IEA,IEA,IDA TAS,IDA ISS TAS,IEP,ISS IEA,IDA,IDA IBA IEA,IMP IEA,IMP,IBA TAS,IBA,IEA,IBA IEA,ISS IEA,IDA,ISS IBA TAS IEA,IMP IEA,ISS TAS NAS,IMP ISS,IDA IMP IBA IEA,IBA NAS,IBA,IDA TAS IEA,HEP ISS IEA,IDA ISS IBA,IMP ISS IBA IEA,ISS IBA IEA,IEA,IMP ISS IEA,ISS IEA,IMP ISS TAS IEA,IBA,ISS NAS IEA,IBA,IDA ISS IEA,NAS,IMP TAS,NAS,IDA IMP ISS IBA IEA,ISS TAS IEA,IMP TAS,IEA,IBA IEA,ISS IEA,IMP IEA,ISS IEA,NAS,TAS IEA,IBA IEA,IDA NAS IC IEA,IDA IEA,IEA,ISS IBA IEA,IMP,IMP IEA,IMP IEA,IMP ISS IEA,IEA,IEA,TAS,ISS NAS IEA,IBA IEA,IBA IEA,IBA,IMP ISS IBA TAS,IDA NAS,IEA,IDA IGI,IEA,IBA,IDA IBA IEA,ISS TAS IEA,IDA IGI ISS TAS IEA,IEA,ISS IBA IEA,IEA,IEA,IMP,IEA,IEA,IDA,ISS IBA TAS IEA,ISS IEA,IMP IGI IEA,IDA,ISS IEA,IEA,IEA,IDA IC IEA,ISS TAS NAS IEA,IEA,IMP,IMP ISS NAS IEA,IDA IMP NAS IC,IEA,TAS IEA,IBA IEA,IEP IBA IEA,TAS IEA,ISS IBA TAS NAS IEA,IDA ISS ISO ISA IBA IEA,TAS IEA,IBA,IBA IEA,IDA IMP ISS IEA,ISS IBA IEA,ISS IEA,IMP IEA,IEA,IBA TAS IEA,NAS,TAS,TAS IEA,TAS,ISS IBA IEA,NAS,TAS IEA,IEA,ISS IEA,IDA IMP IEP ISS TAS NAS IEA,IDA IBA TAS NAS,IBA,IMP ISS IEA,IEA,IBA TAS IEA,ISS IEA,IBA IEA,IMP ISS IEA,IMP ISS IEA,TAS,IEA,ISS IEA,TAS IEA,TAS,ISS IEA,IEA,IEA,IEA,IMP ISS IBA IEA,ISS IEA,IMP TAS IEA,IDA IMP IEP ISS NAS IEA,IMP ISS IBA NAS IEA,TAS IEA,IMP,IBA IEA,IDA ISS IEA,IMP IGI TAS,TAS IEA,IBA,IBA TAS,IMP ISS,IDA IEA,NAS,TAS IEA,IDA,TAS IEA,IEA,NAS,IDA IEA,TAS NAS IEA,IBA TAS IEA,IEA,IMP,IEA,IMP ISS NAS IEA,IBA,TAS,IMP TAS IEA,IEA,IDA IMP ISS TAS IEA,ISS IBA TAS,IMP,IMP IEA,IDA IMP ISS IEA,NAS IEA,NAS IEA,IDA NAS,ISS IEA,IBA IEA,TAS,IDA ISS IEA,IEA,IBA,IDA IMP IEP ISS TAS NAS IEA,IBA NAS IEA,ISS IBA,IMP IBA IEA,IDA IC,IEA,IBA NAS,IDA ISS IBA IEA,IBA,ISS IEA,IEA,IMP ISS IBA IEA,IBA IEA,IEA,IDA IMP IEP ISS IBA NAS IEA,ISS IEA,IEA,ISS IEA,IEP IBA,IMP ISS,ISS TAS IEA,IEA,IDA TAS IEA,IEA,IEA,IMP,IDA IMP IBA IEA,IMP IBA,IEA,IBA NAS IEA,IEA,IDA NAS,IBA,TAS IEA,IEA,ISS IBA IEA,ISS,IDA IBA IEA,IEA,IMP ISS IEA,IEA,TAS IEA,IMP IEA,ISS IEA,ISS IBA IEA,IEA,IDA IMP IGI NAS IC IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,ISS,ISS IEA,IBA IEA,ISS IEA,IBA IEA,IEA,IEA,IMP IBA IEA,ISS IBA IEA,IEA,TAS,IBA IEA,IDA TAS IEA,IDA ISS IBA IEA,IEA,ISS IBA IEA,IBA IEA,IBA IEA,IGI ISS IBA IEA,ISS IEA,ISS,TAS IEA,TAS,IMP,IMP ISS IBA TAS NAS IEA,NAS,ISS IBA TAS IEA,IEA,IBA,IMP IC,IMP,IDA IMP ISS IBA TAS IEA,IEA,ISS,IEA,IEA,IEA,IEA,NAS,IDA,IMP,IGI ISS,IEA,IBA IEA,ISS,IDA IEA,IEA,IEA,NAS,IMP IEA,IDA,ISS IEA,IBA,IBA IEA,ISS IBA IEA,IMP ISS IEA,IEA,IEA,IMP,IEA,IBA,IEA,ISS IEA,ISS IEA,ISS IEA,IEA,TAS IEA,IC IEA,IEA,IEA,IEA,IMP,ISS TAS,IMP IBA IEA,IEA,IEA,ISS IEA,IEA,IMP ISS IEA,IBA,IMP IEA,IMP IEA,ISS IEA,IMP ISS IBA NAS IEA,TAS IEA,IDA IMP ISS TAS IEA,IDA IMP,IEA,ISS IEA,IDA IMP ISS IEA,IMP TAS IEA,IBA,IMP TAS IEA,ISS,IEA,IEA,IMP ISS TAS IEA,IDA,IDA IBA TAS,IMP NAS IEA,IEA,IEA,IGI IEA,ISS,IEA,IBA TAS,IMP,IEA,IDA ISS IEA,IMP,IEA,IEA,IBA,IBA NAS,IMP ISS,IEA,ISS IEA,IBA IEA,IBA IEA,ISS TAS IEA,IMP NAS IEA,IDA NAS,IBA,IDA ISS IBA TAS IEA,IMP,ISS IEA,IBA IEA,TAS IEA,IBA IEA,IDA IMP ISS,IEA,ISS,TAS,ISS IEA,IDA IBA IEA,IEA,IMP IBA,IGI,IMP,IBA,IDA,IDA,IEA,ISS IEA,IMP IEA,IBA,IBA IEA,IEA,TAS,IDA IMP IEA,IBA TAS IEA,ISS IEA,IMP NAS IEA,IBA IEA,ISS,ISS IBA TAS IEA,IDA IMP HMP IBA IEA,IDA IBA IEA,IDA IMP NAS IEA,TAS,IBA,IDA IBA IEA,IEA,IEA,IEA,IDA IEP TAS NAS,IEA,IEA,IMP ISS,IMP ISS IEA,IEA,IDA,IBA IEA,IEA,IEA,IEA,ISS IBA IEA,ISS IBA IEA,IBA,IBA,NAS IEA,IMP IEP IBA NAS IEA,IEA,IMP IEP ISS TAS NAS IEA,IEA,IDA ISS IEA,IEA,IBA IEA,IEA,IEA,IMP IBA IEA,IBA IEA,NAS IEA,IMP ISS IBA IEA,ISS IEA,ISS ISO NAS,IDA IBA IEA,IEA,ISS IEA,IBA IEA,TAS IEA,ISS IEA,IBA IEA,IEA,ISS IBA IEA,ISS IEA,IDA IMP IBA IEA,IDA IEA,ISS IEA,IEA,IEA,IDA ISS IEA,TAS,ISS IEA,IBA IEA,IEA,IBA,IBA IEA,IEA,ISS IEA,IEA,IEA,IDA TAS,IDA ISS IEA,IBA,ISS IEA,IDA IEA,IDA IMP IEA,IDA NAS IEA,IMP IBA IEA,IMP IEA,NAS IEA,ISS IEA,IMP IGI IEP ISS,NAS,IMP ISS IEA,IDA IMP IEP ISS NAS IEA,IEA,IMP TAS,IEA,ISS IBA IEA,ISS TAS IEA,ISS IEA,IEA,IMP IEP TAS,ISS,IDA,IBA IEA,IEA,TAS,IBA IEA,TAS IEA,IEA,IDA IMP IBA TAS NAS,IMP IEA,IEP IBA,IDA IMP ISS NAS IEA,IMP TAS,IBA,ISS IEA,IMP IEA,IEA,ISS,IEA,HEP IBA,ISS IEA,ISS IBA,IBA,IEA,IMP,IMP IBA NAS,IBA,TAS,IEA,IEA,IBA,IBA IEA,IEA,IMP ISS NAS,IBA IEA,IMP IBA NAS,IDA ISS IBA IC,IBA,IEA,IDA NAS,IBA,IEA,IDA IBA,IBA IEA,ISS IBA IEA,IEA,IEA,IMP ISS,IEA,IEA,IMP ISS IEA,IDA IMP IEA,IEA,IEA,ISS,IMP,IGI IBA,TAS,ISS IBA IEA,IMP IBA IEA,IDA,IMP IEA,IEP TAS,TAS IC,IMP ISS IBA IEA,IEA,NAS IEA,IBA,IEA,TAS,IEA,TAS,TAS,IEA,ISS IEA,IDA,IEA,IDA TAS NAS IC,TAS IEA,IEA,IEA,ISS IBA TAS IEA,TAS IEA,IDA IMP IGI IEA,IEA,IEA,IMP IBA,IBA TAS IEA,ISS IEA","SEMA3F,SLC7A2,ARX,CALCR,ABCC8,TAC1,SCIN,DNAH9,CACNA2D2,BAIAP3,MLXIPL,GIPR,SEMA3B,NPC1L1,STMN4,IL20RA,ATP1A2,NRXN3,GABRA1,IBSP,FUT8,SLC4A7,MYOC,DNAH5,JADE2,ADRB1,KITLG,SLC4A8,PTGER3,FSTL4,SPO11,CBLN4,F7,CAMK2B,BCAS1,ERBB3,SYT1,NAV3,FGFR3,PLA2G10,FGF10,PRLH,CYBRD1,SREBF1,FRY,NTN4,SEMA3C,CELSR1,CACNG4,PAX2,SLC46A1,ACACB,SPAG6,RBFOX1,FGF20,RAPGEF3,RIMS1,SLC4A4,IGSF9B,AFP,CACNA1S,LRP2,ATP8B1,PGR,C1QTNF3,OVGP1,SULT2B1,KIF16B,ANKRD24,THPO,CHRD,POU4F3,ABCC6,ESR1,CMA1,MYH7,SLC7A8,CYP26A1,KCNK6,PALM,PLA2G3,SEZ6L,XBP1,TIMP3,UPK3A,CTSG,CHGA,DHRS2,NFATC4,CST4,SYNDIG1,CACNA1F,MAGED2,FGF14,SGCG,SMPD3,METRN,AQP8,SYT17,RP1,TRPA1,PLAT,TLE6,TNNT1,TJP3,MEIS3,COMP,MAG,HPN,SCN1B,CFAP69,TFPI2,LFNG,AGR2,GLI3,MYL7,SLC1A1,OGN,ASPN,AMBP,RLN2,RLN1,GATA3,NEURL1,LGI1,FBXL20,HOXB6,SLC6A4,ASIC2,MPP2,CACNG1,RCVRN,MYH1,VTN,FOXN1,AREG,UCP1,CPE,WFS1,GLRB,UGDH,P2RX3,CCND1,TRIM3,SLC1A2,MYF6,MYF5,LIN7A,MYL2,SCNN1A,RBM24,SMOC2,NME5,HAVCR1,GABRG2,PRLR,IL4,STC2,UNC5A,BCHE,EPB41L5,REEP6,IGFBP5,SLC5A7,TPO,DLX2,PLCL1,TNNI3K,LGALS8,IGSF21,FAAH,SERPINC1,APOA1,SLC8A2,TTR,MYB,GHRH,ABCG2,SLC46A2,PRLHR,HOXB5,HOXB3,HOXB1,MSX2,TNN,MYOT,DUSP4,ADGRB2,GHSR,FLT3,RAMP3,DNAI1,SFTPA1,NEUROG3,WWP1,COL10A1,PREX1,PARD6B,PCK1,CHST8,NDP,SPDEF,RAB17,BMP4,MYH2,RTN2,FLRT3,PCSK2,OTOR,GRPR,PROZ,FFAR2,WNK4,PZP,GNG13,KDM4B,ADORA2A,MCHR1,LRRC17,GAD1,KCNC1,TPH1,CSRP3,RIPK3,FOXA1,FOXJ1,TNNI3,GAMT,CRACR2A,NXNL2,GDF15,HRC,NPAS1,CASZ1,PYY,ANO1,RARA,RAI2,MATN3,RAMP1,GUCY2D,SNAP25,ATP1A4,SYT4,NMUR2,DCLK1,BEX1,PLAAT4,NTS,GSC,BHLHE40,GSTM3,VAV3,HMGCS2,IL6ST,SOX3,C5AR2,HNF1A,TBX3,CGA,AMHR2,LACRT,FAIM2,EMX1,CAPN9,GLUL,CHAD,SCN7A,GATA4,CFC1,LMX1B,GCM1,ARRB1,ITPKA,SLC28A2,SEMA6D,DUSP5,SLC40A1,PCDH10,BMPR1B,AMIGO2,PTPRQ,ASCL1,FOXN4,CELA1,NOVA1,RTN1,IGF1R,BBS4,CYP1A1,PCSK6,TOB1,ARSG,SLC39A6,GREB1L,CCDC40,CBLN2,ERBB2,IL19,NLRP12,CACNG8,PRKACB,ADCY10,CASQ1,RORC,ECM1,ETNK2,RHOB,SFXN5,CNGA3,AFF3,SLC4A10,DLX1,LRIG1,AGTR1,GLRA3,ADAMTS19,IL9,N4BP3,CPLX2,TPBG,TAAR6,CHRNA6,SYBU,UGCG,ASTN2,ST8SIA6,HABP2,SCN2B,TMEM25,DUSP15,DOC2A,KLHL1,ADRA2A,GPM6A,ITPR1,GABRA2,GFRA1,KCNE4,RIT2,FAM151B,SPEF2,DMP1,MEPE,GPD1L,GJA1,SLC16A12,NR4A2,ANKFN1,MSI2,DNAAF1,RETREG1,WNT3A,NCAM2,PIEZO2,GRIA1,SLC24A2,TMBIM4,CFAP70,KAT6B,RAB11FIP1,CACNA1D,CREB3L1,DRC1,CLSTN2,PKD1L1,STC1,CCDC24,GIP,SCUBE1,BTG2,PIP,ABCG1,TFF3,TFF1,SPTBN4,CHRNB2,PGLYRP2,ZNF385A,CCDC78,ADCY9,CYP4A22,SLC1A7,CAMK2N1,NTNG1,DNAI3,TRIM58,IL20,KCNJ3,CFAP221,XIRP2,CCKAR,NEK10,SERPINI1,CLRN1,SMIM14,RBM47,APBB2,CPA3,CLDN19,BSN,NPY1R,NPY5R,RANBP3L,ADGRV1,F2RL2,CARTPT,GDF9,ADCY1,CSMD3,GPER1,NLGN4Y,MBL2,TTC8,TMEM63C,SLC18A2,AK8,RET,SALL2,NELL1,CACNB2,KCNC2,BTRC,FRS2,SYNPO2L,PRTG,CLEC3A,CFAP52,BMERB1,NKX3-1,PRRT2,DNAAF3,CYB5D2,KLK2,KRT1,RAB26,DNASE1L2,ABCA3,OR2C1,KIF5C,CX3CR1,RHOH,MYL1,ADAM29,GDNF,LDLRAD4,NPNT,OR13J1,SFTPB,AR,IL1RAPL1,UMOD,GP2,GJB1,TAPT1,TAS2R1,TACR3,CTNND2,PYDC1,FAXDC2,LGALS9B,CST2,CST1,KRT8,SLC23A1,SLC26A5,LMOD2,TRH,PDGFD,GRIK1,LRG1,NPTX1,TPPP,KCND3,CDK5R2,NLRP5,NEUROD2,FGA,FGB,BCL2,CYP4F11,LGALS9C,SCG2,ORMDL3,OR4C11,OR8U1,AZU1,NEGR1,OR5A1,CFAP53,ARNT2,TTC36,RND1,HOXC5,NBEA,MRGPRD,ADCY5,INSM1,DAB1,KCNH6,KRT28,HOXB2,TCAP,CHRNA9,CNTNAP2,IGDCC3,LEP,NLRP6,OR5M3,OR4S2,OR52W1,CABP4,NR2F1,HOXD8,TPRN,PLAAT3,GRIN1,TCIM,GCNT4,TRIM72,OR2T8,NHLH2,AQP11,P4HTM,UCN3,ERBB4,ALOXE3,GATA2,EGR3,SSC5D,NRIP1,CLRN3,ADIPOQ,EDDM3A,GPR88,MACIR,SIAH2,TEX19,HOXB4,SLC35D3,ABAT,PTGDR2,GKN2,PSG9,ZNF703,UTY,LRTOMT,ADRA2C,GDF3,KCND2,SLITRK6,NELL2,OR51M1,DRD1,WT1,MUC6,RFX6,ROBO2,INPP5J,NPY2R,SFTPA2,PBX1,RTN4RL1,CALHM1,TAL2,CYP4F2,CYP4F12,MRTFB,OR10T2,GLDN,CLCNKA,OR10H1,FSCN2,HEXIM1,MAPT,TMPRSS6,CYP4A11,SLIT1,KRT12,BCAM,MAGI2,KCNJ11,IFT140,SAMD11,TMEM215,POTEE,ASTL,INSYN2A,PTPRT,MYT1,GRM7,EVL,FGF16,CACNA1H,HSH2D,CLPSL2,POTEI,SIGLEC15,SERPINA1,SLC22A5,OR13G1,SLC2A10,ENPP1,CCDC154,CFAP43,KIF13B,NRAP,TMEM229B,BPIFA1,HOXC4,RD3,MMP17,RUNDC1,NOS1AP,OR10R2,MIR342,DDO,RBM20,NEU4,SP5,SLC44A4,CDSN,CD177,PSG5,INSYN1,IFITM5,IGHE,CFAP45,CRIP1,GSTM2,CEACAM16,SIAH3,OR1C1,POTEJ,PCDHA13,KLHL41,OR14A2,PSG11,AMY2A,DBNDD2,TMEM150C,HS3ST5,OR4D10,INS,PCDHA3,RAB44,SCRT1,LHX1,DGKK,HNF1B,PRSS2,DACH1,SRCIN1,NR2E3,PERCC1","KITLG; SYBU; MSI2; EVL"
